number,sha,author_id,author_name,date,files,files_sha
0,077f03a85006790528e694e0aa0de219102694b2,60674295,,2020-05-30 02:55:41,"['csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_recovered_global.csv']","['417ee4a84f9fd06b728f18477793eaf0d7198fb7', 'd186d16a004044635393614883115935e98c6210', '8aeb6a302c142ed8a9060be4d65cbc8d81533aa9', '2f131f05c9712d7074dfc2bb5068d5ff6c203a0b', 'b023c0019509a496478481ffbb8224eee23c8121']"
1,e6245f90108b4c6944a771730aee2ce4f48c415d,60674295,,2020-05-30 02:50:02,"['csse_covid_19_data/csse_covid_19_daily_reports/05-29-2020.csv', 'csse_covid_19_data/csse_covid_19_daily_reports_us/05-29-2020.csv']","['7260f7f9b3cb9bcb3b43e6e9fc8c17bc55c1e5b5', '83dc2b126ca490bc41b1040a3a527803158ab42e']"
2,b844f57ad469fbc5ad64a74c07c9774e6c82d2da,60674295,,2020-05-29 23:14:06,['csse_covid_19_data/UID_ISO_FIPS_LookUp_Table.csv'],['108e2ab0562bb40f091900990e3842a150e7a754']
3,8bd11fbea0f6947a779d4cfe2c616a67233b3649,60674295,,2020-05-29 19:31:41,['csse_covid_19_data/UID_ISO_FIPS_LookUp_Table.csv'],['4f85b98911a3aaf56a2f5293eabb1ee34b5b23bb']
4,b65727c1007cd6fdae61596ba54a6600cb22f399,60674295,,2020-05-29 15:59:58,['README.md'],['243f641b87289379acde7497cfb07921d16dc711']
5,0534ba8b98af1c88a1b6758c76772e48086a109c,60674295,,2020-05-29 15:34:34,['README.md'],['83047d1f9acb05e39191a17669952b4943e9caaa']
6,79bb207e63d9f47544dfedf21a8dfaa0a0ae4166,60674295,,2020-05-29 14:43:19,['README.md'],['7a4e5043c8c5b495af4210405400308d9abe1ce8']
7,66c71f58060776ecdd50aa1477cabaf96f9bde28,60674295,,2020-05-29 02:55:41,"['csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_recovered_global.csv']","['3d57651ad88f70f08115654a906892f4c623b277', 'bee36ee99c97b9c9061ecf1291f86a8066e57bf1', '4de63d8748b01f964c9ebaa2e3be39006d705e9c', '14ab22fffc31a0405c56f83df5db93bef8c6897e', 'be72b546fd43b9e886567e21fa32ffa56813ded0']"
8,724e843bc12c62a33923894eaee69aec39a1d303,60674295,,2020-05-29 02:50:02,"['csse_covid_19_data/csse_covid_19_daily_reports/05-28-2020.csv', 'csse_covid_19_data/csse_covid_19_daily_reports_us/05-28-2020.csv']","['d9920c06a249d2952eda795f5f8485945834b3f4', 'a9ba7db4065ff1e11fea154ee98b01d1a5d65eb9']"
9,f2b2f3166caa3a50b55fedd81212413a26cb975c,60674295,,2020-05-28 19:22:35,['csse_covid_19_data/UID_ISO_FIPS_LookUp_Table.csv'],['ad8eec17c1a80ca9144da0cc06fa5a4ed6b12ca0']
10,b9789de1e60e67abd71ce1f937634e8ae21a1101,60674295,,2020-05-28 15:13:09,"['csse_covid_19_data/csse_covid_19_time_series/Errata.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv']","['b069c90e55ab741c4edfd9fb2ee2014e296da436', '012ca012f6a5fe18034bbaf9ae96316b90c13a78', '6cb432ba1225b8f6fe203027f0c39452249e0325']"
11,04c9ce883a9f29704d463f00f5d3a82f019b01e4,60674295,,2020-05-28 02:55:42,"['csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_recovered_global.csv']","['5c968a8654052360f1a41ca1b166376ee9dd730c', 'e62f4286566e102407514cb270040d39a2579661', '1d5b423df557de08f41310e7f07ee7faf99b3a93', '8572ae131a03e57518cb3a8ee6f8f420bdef747f', 'a859234184a17fa25d7cc8339df66fbfc8abb6f1']"
12,098e589a1dee398e6444d57c351effac2f77e872,60674295,,2020-05-28 02:50:01,"['csse_covid_19_data/csse_covid_19_daily_reports/05-27-2020.csv', 'csse_covid_19_data/csse_covid_19_daily_reports_us/05-27-2020.csv']","['ba66c9e098776de80477aa7ca33c2866160bcd62', 'cbcb1b87f04ec8a51e75d1d4aba5f05e1d2080b8']"
13,09e51654c9c60c1e9f2e10170bd1fecb1d1832f4,60674295,,2020-05-27 15:46:00,['csse_covid_19_data/csse_covid_19_time_series/Errata.csv'],['545849e2efb7d67a014d84d212b640f3c684ad18']
14,cbbf35961637dba9ac1b32e5ce3c009bfc89891b,60674295,,2020-05-27 15:43:49,['csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_recovered_global.csv'],['037ddd7217bdbef88305e55942c8be98ba6262a7']
15,7aa2a3e552302df239a0a554b5cbf593099552dc,60674295,,2020-05-27 15:43:01,['csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv'],['f61c4455a4a42a57fbfae278961306fe39a277fc']
16,0ec1c127a77330c838ff22ee0aa937b0477f34fc,60674295,,2020-05-27 15:42:11,['csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv'],['c2b6e3a0ee11961c847c99c98910841abce5a020']
17,8d615397c517a33d0ce4fbd976ca7021b9bbe663,60674295,,2020-05-27 15:33:27,['csse_covid_19_data/csse_covid_19_time_series/Errata.csv'],['8d628a5268aeac4d913a326eaea34490117bd25a']
18,3b0de6acf6a8266b112610161eee1f23744512a2,60674295,,2020-05-27 15:32:39,['csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_recovered_global.csv'],['165951cb830b3c83115c577cfbb05368168f22fb']
19,844393d323d3b9ed663cb4de36507053eced84f0,60674295,,2020-05-27 15:30:18,['csse_covid_19_data/README.md'],['91a0e160f0463b0faddb04f12ef89a40e7d456d1']
20,ed06dde375b0ce33e00309357badec936efcc2cc,60674295,,2020-05-27 02:55:43,"['csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_recovered_global.csv']","['3f18f0df3cfbe53a3666cff097a26658bb18944f', '1b3998fcb1ca1c98b02a8494f6ac49eef813fde4', '9e72c61c5afea63db0ad78a97954995892fab0e0', '88259eba393415a457e94332638a989497be89b4', '185650035feadbf63b2bf22de696ef5f499228c5']"
21,d827a5fd4a49ebaa888d8ce2462bc2df5dd44d80,60674295,,2020-05-27 02:50:02,"['csse_covid_19_data/csse_covid_19_daily_reports/05-26-2020.csv', 'csse_covid_19_data/csse_covid_19_daily_reports_us/05-26-2020.csv']","['d99657308de9517a0f64eb72a0929fb87f615731', '206a58e7c180f5f8608ea465a280b0a7b50c31d9']"
22,b35b53cd24e0007cd64bc13c4e07bfe8411a1a9f,60674295,,2020-05-26 23:42:50,['README.md'],['76d21540beb78fa4369c7751d322c5f369393e9f']
23,8f3d6d88ab077c94104591b6fc60968f6b53a3d7,60674295,,2020-05-26 23:41:09,['csse_covid_19_data/UID_ISO_FIPS_LookUp_Table.csv'],['7b1d0bc41621350371891623950514a011a5c7a6']
24,5e986bef05c9d193efea534b5b2193e3ef24e3b3,60674295,,2020-05-26 23:40:05,['csse_covid_19_data/README.md'],['5c27e7d324831cd2a68585b0afe3a48f227a01eb']
25,638919579bde0fa4c792fe2381d30cc86dd21d5e,60674295,,2020-05-26 23:01:36,['README.md'],['dfcf036ce71444a4f45df2ce4e54939b8d2a41a3']
26,b0b597d2e34583c542e211e1c6d07eb475b956be,60674295,,2020-05-26 17:44:59,['csse_covid_19_data/UID_ISO_FIPS_LookUp_Table.csv'],['c12a752dc49f011dbb2de62a537f4ae8a8f693b3']
27,178d6e984b2a465803e0f6ea31912d8cfed08163,60674295,,2020-05-26 17:12:44,['csse_covid_19_data/UID_ISO_FIPS_LookUp_Table.csv'],['56785abbeb029344fc70714265494447eb79d6e8']
28,8747ab05ac9c1f13647146097d6801ae0a3f6984,60674295,,2020-05-26 02:55:42,"['csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_recovered_global.csv']","['94afd1a4b61351207e23a39d054f90623c0346a7', '6c503897cc2e91d6b747b926c0465bf8b6696d2e', '778176999fe83c34dac4f65dd0d21d59aec2b67c', '9fe02e9cc11dd7219e000a88db736ee1102b788a', '39a8ad4c30c0517f5ff9b9e6cc2620fd47d62fd6']"
29,e933e1931a84c75785ed1aa43eef1681dd8e97ce,60674295,,2020-05-26 02:50:02,"['csse_covid_19_data/csse_covid_19_daily_reports/05-25-2020.csv', 'csse_covid_19_data/csse_covid_19_daily_reports_us/05-25-2020.csv']","['07567b09f13758991f2a4227ee01aee75aa5afb5', 'fb77cb8b898d8f2fd47eeb5f5c4a5a44723a8791']"
30,23bf7b79eb93318312ea8eb97346a112e0cf59ed,60674295,,2020-05-25 02:55:42,"['csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_recovered_global.csv']","['19320754a5b7c1d3543f3d22a0d374c05d32ee73', '1c740eb2df16e8690a69e8e00ce7a43a759fbddd', 'c3fbf0c0734aeb34abefed145234074aafa7d853', '25c8e65559c8595697d5d539d58d712c4dfcf774', '4548bb3a7d5c866cdce8184882824fa7f7c249b4']"
31,03d526380749b32abf9f01c0ff1637f1aa8ca54e,60674295,,2020-05-25 02:50:02,"['csse_covid_19_data/csse_covid_19_daily_reports/05-24-2020.csv', 'csse_covid_19_data/csse_covid_19_daily_reports_us/05-24-2020.csv']","['b96b782bac8d6d39c02178c9ab863f57075de394', 'd8ee0f1fc8531fba8031c290957c19f2495d3971']"
32,272b1eb8db412145ce8d54ca0c2dc3c4ea1adcf6,60674295,,2020-05-24 02:55:41,"['csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_recovered_global.csv']","['b95a4184ffaac742dddbab05e78fdd27abcff2dd', '7c1b5b414963ec54467ce8f32ad15683a7b42abd', '30852cb70f1798c236d073dfc62776aab6311157', 'e80b64c40f51d15211148dc1eabfb419d060fee8', '35e8185229407bc5f960f43821e09af32c7831be']"
33,8afd0295152938c4e4028ddfca36f13799290813,60674295,,2020-05-24 02:50:03,"['csse_covid_19_data/csse_covid_19_daily_reports/05-23-2020.csv', 'csse_covid_19_data/csse_covid_19_daily_reports_us/05-23-2020.csv']","['8aa85b4c83fd3c2e335bc7cad0843e7fe68aa2f7', '284905ff677e352edd416948f894bc317adeaad1']"
34,307c5f5e617fc9c02c394ac43e52b054bc58d293,60674295,,2020-05-23 02:55:42,"['csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_recovered_global.csv']","['1993202cd81d9a1e33daa06fbbc6dab070c1e23b', '045a30a3130ae0d64a685ff94fdb214e30f9a624', 'dee146e139d1ab6896deb3e30ada97d82ff0236d', '60b0166869a001c09ff7d29707c4c5c8419b052d', 'ccb829c3ac73055a7c5c1a07995475a2a91af518']"
35,99137abde62116f092083538f7ae03406bda10c0,60674295,,2020-05-23 02:50:01,"['csse_covid_19_data/csse_covid_19_daily_reports/05-22-2020.csv', 'csse_covid_19_data/csse_covid_19_daily_reports_us/05-22-2020.csv']","['6f7d614e9941771e1ff462af44a8dc4c4f44db8a', 'f3619a536f56742775349083a503a22bc9a754d3']"
36,c75e3f842bd1907cc4e568746448a15b16971136,60674295,,2020-05-22 18:17:14,['csse_covid_19_data/README.md'],['9e51780e2c925f9ab2cc799571063a19a7da7c19']
37,3850c952f4ae5e19b0ff14ce71956f9b7416ffba,60674295,,2020-05-22 14:02:03,['csse_covid_19_data/UID_ISO_FIPS_LookUp_Table.csv'],['698172c484a0a178e4d71bcd6d0c2766f43dde5e']
38,daa20971c8a6e25f63b3f7d009a95bdc55943dc6,60674295,,2020-05-22 02:55:41,"['csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_recovered_global.csv']","['b3fd4ab7cbcafaba0622db01c11425a2d9f7a841', 'abcf10583c9723a1c2d58908ba93973856cf323e', '38b9dc6c155b6f54cd21b1c026b6044a1925b018', '2d1d37362029bfe325c309326163cc5283657a5f', 'f3b02d1049dd53d86c9195e6ef5d1f3518b72895']"
39,5ad7f505f2c8a3b46cbcc509acc55cbcac0daddb,60674295,,2020-05-22 02:50:01,"['csse_covid_19_data/csse_covid_19_daily_reports/05-21-2020.csv', 'csse_covid_19_data/csse_covid_19_daily_reports_us/05-21-2020.csv']","['a566b29b08a4487bcc7a9d635e744bc2cf5c167b', '3420318f2ee71088c9076bebd41cd9cdd467de75']"
40,68f3030b99db67e7bd294e33a2a0ed452208f4ed,60674295,,2020-05-21 22:38:00,['csse_covid_19_data/UID_ISO_FIPS_LookUp_Table.csv'],['4e3f204df2cb940897734fa535bd66830ac27a33']
41,81bbd88b1ace94e442cf1c226eff4a141798fdd1,60674295,,2020-05-21 15:49:31,['csse_covid_19_data/csse_covid_19_time_series/Errata.csv'],['c0eb7bc925ed6af3784e86617bb7e918865fd72b']
42,63e12c40a61a2c0d0a643263f0d4b1855dcef5aa,60674295,,2020-05-21 15:47:26,['csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv'],['117b9aca06b8526afff231c1a98d3520e88fe787']
43,a5cf2950978f481b47c12a8b9b6aebcb4219ba51,60674295,,2020-05-21 15:45:57,['csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv'],['8bc1e2472577b7fab49b998a40e45722c61c8b35']
44,5239aa0594e47762dc2369cc8c83fef5fb24fd47,60674295,,2020-05-21 15:25:12,['csse_covid_19_data/README.md'],['156e9d058c4072f743917803ae8cb48278f6fc2e']
45,de718f7fb3a7300eae8a968f1c87d32d9ed32575,60674295,,2020-05-21 15:24:03,['csse_covid_19_data/UID_ISO_FIPS_LookUp_Table.csv'],['71a007d107b1a6c50058b9efd82cb3115357127d']
46,1a33be064fca4d5509e0f61f5ea428675d47e32d,60674295,,2020-05-21 02:55:40,"['csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_recovered_global.csv']","['4d636782d52a28ee18a591561dc4aebed2d37b32', '1500ae23bc8a04fc23009bbaf08b9482d98602a4', 'd87577456522599ad4b53d18a5974f5f95d98bb9', 'a0f4a596ce25a54296c28d38ccc7602a84b83f5a', '4f58807a073081b466d459840156bb9fbc37eece']"
47,56394dc389f5afced435d76ab28fdca5c2d5d549,60674295,,2020-05-21 02:50:01,"['csse_covid_19_data/csse_covid_19_daily_reports/05-20-2020.csv', 'csse_covid_19_data/csse_covid_19_daily_reports_us/05-20-2020.csv']","['22b176e9110a0ea9ea079af42c759fcee776b9f6', 'db7b988c5d3a58b4e0fbec39c1f4af0d14c0f23f']"
48,d6673abd5c8ecc4949f693edfe455e8b7cd666ad,60674295,,2020-05-20 20:41:16,"['csse_covid_19_data/csse_covid_19_time_series/Errata.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv']","['67d9c5b536686cbab88dce53fb75e0c78fd4b291', '0c9558c3de14780bea91679446a65c5bc7565d83', '6755465b71b53181959f7f6c4788bf80a61e8e95', '5a95bf073895731327ad94468de9510ce2391561', 'b3327e8a2310876679fe225ad5746bff30418838']"
49,c6a8d4d7c66b1005fc67e96bc8f8b1f31abe6d84,60674295,,2020-05-20 19:54:37,['README.md'],['fb59afd4c6b24ef9814bd939d74e00bed717703a']
50,ee2d7617325166908b23cb22c7946ea7ceefc35e,60674295,,2020-05-20 19:21:58,['README.md'],['ac8dcd81147600ff0b2349c5b915fdac6cc1145f']
51,a4e0373cd0e6a5e14f889cde1a76cd33f0568fc1,,,2020-05-20 18:05:50,['csse_covid_19_data/UID_ISO_FIPS_LookUp_Table.csv'],['66018871b4cbf00ae576f5df86e37c0409e1a49d']
52,a6f18dfde52e42d7c43ce702d0671ce97800dc68,,,2020-05-20 18:05:34,"['csse_covid_19_data/csse_covid_19_daily_reports/05-19-2020.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_recovered_global.csv']","['699f90d64b7577138d7c184da1377e5894d2fb10', 'd72f695f4f9ca7142bd71bfa3b69336d85015228']"
53,5ae6e8e0db3703e689eae8130826d83977571990,60674295,,2020-05-20 17:54:35,['csse_covid_19_data/UID_ISO_FIPS_LookUp_Table.csv'],['66018871b4cbf00ae576f5df86e37c0409e1a49d']
54,1b3fbc5c112ab3fb0ec8cd3ea5f54610df800782,60674295,,2020-05-20 02:55:40,"['csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_recovered_global.csv']","['e16b6524e18f7695940eef2e6f24838b6953c073', 'b1924e952d47dd0b0fe9f149628772d61255490d', '359283131dfc2d5b7db53bbb15159a5638b85007', '89092f555ff8cf0c360cfd04666b5d9b98aa890e', 'f66c69daa84150c898ec5354a5c7b54dced807e5']"
55,f21a93199c9e411ac0e29d1c47e5ce6f16173785,60674295,,2020-05-20 02:50:02,"['csse_covid_19_data/csse_covid_19_daily_reports/05-19-2020.csv', 'csse_covid_19_data/csse_covid_19_daily_reports_us/05-19-2020.csv']","['6015c0a9edd9b5e05ef61279f6996a70bce2ae6a', '9556d3880b74bc24da2d0105be2b78ddbd46999a']"
56,71988ce230b55c29ee165b89fb7cee54f61b4cce,60674295,,2020-05-19 21:53:17,['README.md'],['66d5ea1f84f6db9feefc684932bd48c817d647e2']
57,16b0fed2acb133b4cd118ccc51d46a46a40aec70,60674295,,2020-05-19 21:51:50,['csse_covid_19_data/README.md'],['9b96473ec906825c610367da0a74af87d0782a60']
58,76b1427d5a0f14c7b857f2c997b8ed8ac485f850,60674295,,2020-05-19 21:45:06,['csse_covid_19_data/UID_ISO_FIPS_LookUp_Table.csv'],['5835f4fbc9f840c1c218e5edccf1b03fc14a1d93']
59,8390ba65363a187557a1e0da259d775a5da41ed6,60674295,,2020-05-19 02:55:41,"['csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_recovered_global.csv']","['ed086515ed94ae909b7f9d29946724cdadcebd7a', '2d324bc6a22d0efdafb2f1b514d2bf049e69685a', '61aa216c491079627976d4b6078295e8957dc161', 'a92c936256cf002d6987e9864d534a5f27d0318d', 'a62247f24486caa425d72adb45eff8ac6ce6d229']"
60,8390e60bb5e8d06786c5d1dcdce5451810e5e8f2,60674295,,2020-05-19 02:50:01,"['csse_covid_19_data/csse_covid_19_daily_reports/05-18-2020.csv', 'csse_covid_19_data/csse_covid_19_daily_reports_us/05-18-2020.csv']","['d6af93a8f8eee013a0bb994302d594ebe94d4553', '781ca7b6453ea5778e1e453c426ca8bc6937456d']"
61,e05330d313bd973b9e6f9fe6a0e028578cc3f814,60674295,,2020-05-18 22:55:54,['README.md'],['d540f44facd8e6a7c8a8b022fd8fcdd1257060ef']
62,f1d4011e6287a4ff08de7f277c9b846c6e78dec3,60674295,,2020-05-18 22:15:56,['csse_covid_19_data/UID_ISO_FIPS_LookUp_Table.csv'],['ce08708d2a1f138ae18d1256cf28bce8e3e2f814']
63,b621b80d8a0f8ba22b6f10ecb56d6d91e02154d5,60674295,,2020-05-18 22:01:58,['csse_covid_19_data/README.md'],['ba27f5242eebe9658659581b18037cc202a60b26']
64,b6c4cf1fa7902cc52d1c059be13ff40b2bc92253,60674295,,2020-05-18 16:47:02,['csse_covid_19_data/UID_ISO_FIPS_LookUp_Table.csv'],['5451181954aa32ee4c3c21ed5f3fe888a0dde0ed']
65,dbbd8a2ddfc53e6022a7f89f816463f99f3f42c6,60674295,,2020-05-18 14:55:18,['csse_covid_19_data/README.md'],['6bf823006e505e372ab20bb1797fe8b4630f1d1c']
66,9282ce437287994e18d8024408915a28a2e9581e,60674295,,2020-05-18 14:54:11,['csse_covid_19_data/README.md'],['ffd8330ccbf847861360c692c6cc19a6228a02fa']
67,cf0da8ef5a88ac4e1556d690104e403b688232ab,60674295,,2020-05-18 02:55:41,"['csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_recovered_global.csv']","['53343f057970b4b7cebb94141d21d874af89a685', '7c04280f71eec7f4a640a51069f47c1dacf3b7d7', '8ea37335aa3eb61db8e3f4278853313ec0003a73', 'ac489d4ab80018a81fb58da891f7408f179a9c0d', 'b8a5c70135b23b80a08b0beebc72e168bb9be529']"
68,8e6bc07e8216658e4082417ef2a9ea48c7651129,60674295,,2020-05-18 02:50:02,"['csse_covid_19_data/csse_covid_19_daily_reports/05-17-2020.csv', 'csse_covid_19_data/csse_covid_19_daily_reports_us/05-17-2020.csv']","['4fd86abd693f9fdb9462060abf0a03dc265f67bb', '30374f7d09b7e873cb60af4d22a9bc2728a50f10']"
69,c878cd0afe0bdf73746c5fd7d60d6a76944b8b25,60674295,,2020-05-17 02:55:40,"['csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_recovered_global.csv']","['2b0ddb126f1c47f3d041e4aef484ab5d98adf9f5', 'e33f4d352622a765b2e037db832068837b53cb6b', 'af19ac2c862d28f227417d6ce784c157d82f614b', 'e250655e5ef9d09ad8729acc8922209eab77f508', '24f6b1af7d0b20a46e12408017639470f929075e']"
70,2aa59c9ed8b5afddae2a2c92d9ab28c8d5acd958,60674295,,2020-05-17 02:50:01,"['csse_covid_19_data/csse_covid_19_daily_reports/05-16-2020.csv', 'csse_covid_19_data/csse_covid_19_daily_reports_us/05-16-2020.csv']","['30b5daa3b56f6abb6462c945718857c4da2aef1e', 'a0a4bf3adc897267b60cdbeef8be343868a248b9']"
71,963407b0221778d69babfad5770d63afe2e58a9c,60674295,,2020-05-16 02:55:41,"['csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv', 'csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_recovered_global.csv']","['493dfdead08a8235701094de899f30d708b0f853', 'e7c78cd78215153602eb5aa091c80df85449b6c0', '405b6ed18233b5239b0c98e41a40110cf2e4a6d8', '338ea9c63ed664b3a46a3f079bf8531bb42db195', 'e8601f589f8e45669d8ccf239eb46f4b91edd121']"
72,c75ecb52b044dbdcf5b405f1ea55baff202a3f25,60674295,,2020-05-16 02:50:02,"['csse_covid_19_data/csse_covid_19_daily_reports/05-15-2020.csv', 'csse_covid_19_data/csse_covid_19_daily_reports_us/05-15-2020.csv']","['f743929532117993ff785895bed3bcbd0f2a961b', '4301d0e048dc52b6107c4875ff84ab73adb1fb8d']"
73,6b5305845f6131b7c77d00aaba46ef8d7c93b242,60674295,,2020-05-15 22:07:24,['csse_covid_19_data/UID_ISO_FIPS_LookUp_Table.csv'],['f8028e486defc1432cf39910538881c326100fcd']
